LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
18184-2,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,Westergren.2H reading,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,Y,120 min; 120 minutes; 120min; 2 hours; Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; WB; Westerg; Westrgrn; Westrgrn 2h; Whole blood,Erythrocyte Sed Rat Bld Westrgrn 2h,Both,,,mm/2 H,Erythrocyte [Sedimentation Rate] in Blood by 2H Westergren method,mm/(2.h),,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,7844,0,,,,,,1.0l,,Erythrocyte 2H Westergren method (Bld) [Sedimentation Rate]
30341-2,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,N,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; UniversalLabOrders; WB; Whole blood,Erythrocyte Sed Rat Bld,Both,,,mm/h,Erythrocyte [Sedimentation Rate] in Blood,mm/h,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,280,96,,,,,,2.04,,Erythrocyte (Bld) [Sedimentation Rate]
43402-7,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,15M reading,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,N,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; WB; Whole blood,Erythrocyte Sed Rat Bld 15M,Both,,,mm/15 min,Erythrocyte [Sedimentation Rate] in Blood by 15 minute reading,,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,2050,0,,,,,,2.17,,Erythrocyte 15 minute reading (Bld) [Sedimentation Rate]
4537-7,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,Westergren,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,Y,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; UniversalLabOrders; WB; Westerg; Westrgrn; Whole blood,Erythrocyte Sed Rat Bld Westrgrn,Both,,,mm/h,Erythrocyte [Sedimentation Rate] in Blood by Westergren method,mm/h,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,164,141,,,,,,1.0,,Erythrocyte Westergren method (Bld) [Sedimentation Rate]
4538-5,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,Wintrobe,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,Y,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; WB; Whole blood; Wintr,Erythrocyte Sed Rat Bld Wintrobe,Both,,,mm/h,Erythrocyte [Sedimentation Rate] in Blood by Wintrobe method,mm/h,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,5700,0,,,,,,1.0,,Erythrocyte Wintrobe method (Bld) [Sedimentation Rate]
4539-3,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,Zeta,HEM/BC,2.81,NAM,,ACTIVE,,1,,,,,Y,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; WB; Whole blood,Erythrocyte Sed Rat Bld Zeta,Both,,,mm/h,Erythrocyte [Sedimentation Rate] in Blood by Zetafuge,,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,12006,0,,,,,,1.0,,Erythrocyte Zetafuge (Bld) [Sedimentation Rate]
82477-1,Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,Photometric,HEM/BC,2.81,NAM,"This testing utilizes a photometric rheoscope methodology to measure the most critical phase of the early-phase in phenomenon of red cell sedimentation, rouleaux formation, to produce ESR results. Results are provided in 20 seconds, and the answers are extrapolated to mm/hr.",ACTIVE,,1,,,,,,Blood; Discocyte; Erc; Erythrocytes; HEMATOLOGY/CELL COUNTS; Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Sed Rat; WB; Whole blood,Erythrocyte Sed Rat Bld Photometric,Both,,,mm/h,Erythrocyte [Sedimentation Rate] in Blood by Photometric method,mm/h,,,Release 2.79: COMPONENT: Triggered by Coll w SCT: Precoordination of the component with Property: Rate; the decision was to post coordinate and separate component and property;,0,0,,,,,,2.58,,Erythrocyte Photometric method (Bld) [Sedimentation Rate]
