LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
15432-8,Testosterone.free/Testosterone.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Chemistry; FR; Mass fraction; Non-protein bound; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; Testost Free; Testosterone.unconjugated; Tot; Totl,Testost Free MFr SerPl,Observation,,,%,Testosterone Free/Testosterone.total in Serum or Plasma,%,,,,705,0,,,,,,1.0k,,Testosterone Free/Testosterone.total [Mass fraction]
16286-7,Testosterone.free/Testosterone.total,NFr,Pt,Ser/Plas,Qn,,CHEM,2.46,DEL,,DEPRECATED,,1,,,,,,Chemistry; FR; Non-protein bound; Number fraction; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; Testost Free; Testosterone.unconjugated; Tot; Totl,Deprecated Testost Free Fr SerPl,,,,%,Deprecated Testosterone Free/Testosterone.total in Serum or Plasma,%,Duplicate,,Set CHNG_TYP=DEL since the term is deprecated,0,0,,,,,,1.0l,,Testosterone Free/Testosterone.total
41869-9,Testosterone.bioavailable+Free/Testosterone.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.70,MIN,,DEPRECATED,,1,,TESTOSTERONE 0.5 pg/mL  TESTOSTERONE F&B 94%,,,N,Chemistry; FR; Mass fraction; Non-protein bound; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; Testost Bioavail+Free; Tot; Totl,Deprecated Testost Bioavail+Free MFr Ser,Observation,,,%,Deprecated Testosterone.bioavailable+Free/Testosterone.total in Serum or Plasma,%,Duplicate,,,0,0,,,,,,2.16,,Testosterone.bioavailable+Free/Testosterone.total [Mass fraction]
49043-3,Testosterone.free/Testosterone.total,MFr,Pt,Ser/Plas,Qn,Detection limit <= 1.0 ng/dL,CHEM,2.73,MIN,,ACTIVE,,1,,,,,N,Chemistry; DL&lt;=1.0 ng/dL; FR; Mass fraction; Nasogastric; Non-protein bound; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; Testost Free; Testosterone.unconjugated; Tot; Totl,Testost Free MFr SerPl DL<=1.0 ng/dL,Both,,,%,Testosterone Free/Testosterone.total in Serum or Plasma by Detection limit <= 1.0 ng/dL,%,,,Changed method from 'detection limit = 0.01 ng/mL' to 'detection limit <= 0.01 ng/mL' for consistency among terms with detection limits in CLASS=CHEM.,9739,0,,,,,,2.21,,Testosterone Free/Testosterone.total DL <= 1.0 ng/dL [Mass fraction]
6891-6,Testosterone.free+weakly bound/Testosterone.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,Bioavailable=free plus weakly bound,ACTIVE,,1,,,,,Y,Associated; bnd; Chemistry; FR; Mass fraction; Non-protein bound; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Testo; Testos; Testost; Testost Free; Testosterone free+weakly bound; Testosterone.bioavailable; Testosterone.free+WB; Testosterone.unconjugated; Tot; Totl; Tumor marker,Testosterone.free+WB MFr SerPl,Observation,,,%,Testosterone.free+weakly bound/Testosterone.total in Serum or Plasma,%,,,,2653,0,,,,,,1.0h(2),,Testosterone.free+weakly bound/Testosterone.total [Mass fraction]
