LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
110309-2,Lactoferrin,{Measurement},-,Stool,-,,LABORDERS.ONTOLOGY,2.81,ADD,"This term is intended to collate similar measurements for the LOINC SNOMED CT Collaboration in an ontological view. Additionally, it can be used to communicate a laboratory order, either alone or in combination with specimen or other information in the order. It may NOT be used to report back the measured patient value. [https://lo.inc/ce2mb6]",TRIAL,,1,,,,,N,Bowel movement; Faecal; Faeces; Fecal; Feces; Lab orders; Lf; Msmt; Stl; Stool = Fecal,Lactoferrin Msmt Stl,Order,,,,Lactoferrin [Measurement] in Stool,,,,,0,0,,,,,,2.81,,Lactoferrin (Stl) [Measurement]
40703-1,Lactoferrin,PrThr,Pt,Stool,Ord,IA,CHEM,2.73,MIN,,ACTIVE,,1,,,,,N,Bowel movement; Chemistry; EIA; ELFA; ELISA; Enzyme immunoassay; Faecal; Faeces; Fecal; Feces; IAA; Lf; MEIA; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Stl; Stool = Fecal; SUDS; UniversalLabOrders,Lactoferrin Stl Ql IA,Both,,,,Lactoferrin [Presence] in Stool by Immunoassay,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.; The EIA method, which was always intended to cover more than just enzyme-linked immunoassay and whose display name for the long common name has always been Immunoassay, was renamed IA in order to eliminate ambiguity about whether the method has a broader meaning than just enzyme-linked immunoassay. Likewise, EIA.rapid was renamed IA.rapid. These changes were approved by the Laboratory LOINC Committee in June 2016.",1771,0,,,,,,2.15,,Lactoferrin IA Ql (Stl)
42924-1,Lactoferrin,MCnc,Pt,Stool,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,N,Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; Level; Lf; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; Stl; Stool = Fecal,Lactoferrin Stl-mCnc,Both,,,g/mL,Lactoferrin [Mass/volume] in Stool,g/mL,,,,7107,0,,,,,,2.16,,Lactoferrin (Stl) [Mass/Vol]
63376-8,Lactoferrin,PrThr,Pt,Stool,Ord,,CHEM,2.73,MIN,,ACTIVE,,1,,"Positive, Negative",,,N,Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; Lf; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Stl; Stool = Fecal,Lactoferrin Stl Ql,Both,,,,Lactoferrin [Presence] in Stool,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",3497,0,,,,,,2.36,,Lactoferrin Ql (Stl)
6443-6,Lactoferrin,PrThr,Pt,Stool,Ord,LA,CHEM,2.73,MIN,,ACTIVE,,1,,,,,,Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; LAT; Latex agglutination; Lf; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Stl; Stool = Fecal,Lactoferrin Stl Ql LA,Both,,,,Lactoferrin [Presence] in Stool by Latex agglutination,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",16271,0,,,,,,1.0f,,Lactoferrin LA Ql (Stl)
