LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
109063-8,Bilirubin,{Measurement},-,Ser/Plas,-,,LABORDERS.ONTOLOGY,2.81,ADD,"This term is intended to collate similar measurements for the LOINC SNOMED CT Collaboration in an ontological view. Additionally, it can be used to communicate a laboratory order, either alone or in combination with specimen or other information in the order. It may NOT be used to report back the measured patient value. [https://lo.inc/ce2mb6]",TRIAL,,1,,,,,N,Bili; Bilirubins; Billirubin; Lab orders; Msmt; Pl; Plasma; Plsm; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL,Bilirub Msmt SerPl,Order,,,,Bilirubin.total [Measurement] in Serum or Plasma,,,,,0,0,,,,,,2.81,,Bilirubin [Measurement]
14631-6,Bilirubin,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,"Method can be DIRECT SPECTOPHOTOMETRY, WET CHEMISTRY or DRY SLIDE (TBIL)",ACTIVE,,1,,,,,Y,Bili; Bilirubins; Billirubin; Chemistry; Hematology; Heme; Hepatology; Level; Liver; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; TBIL,Bilirub SerPl-sCnc,Both,,,umol/L,Bilirubin.total [Moles/volume] in Serum or Plasma,umol/L,,,,4379,0,,,,,95405-7,1.0k,,Bilirubin [Moles/Vol]
1969-5,Bilirubin renal clearance,VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.66,MIN,,ACTIVE,,1,,,,,Y,1 day; 24 hours; 24HR; Bili; Bilirubins; Billirubin; Chemistry; Cl; Clear; Clearanc; Clearances; Clr; Flow; Kidney; Pl; Plasma; Plsm; QNT; Quan; Quant; Quantitative; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL; UA; UR; Ur+SerPl; Urn; Volume rate; vRate,Bilirub Cl 24h Ur+SerPl-vRate,Both,,,mL/min,Bilirubin.total renal clearance in 24 hour Urine and Serum or Plasma,mL/min,,,,0,0,,,,,,1.0,,Bilirubin renal clearance (24H U+S/P) [Vol/Time]
1975-2,Bilirubin,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,"Method can be DIRECT SPECTOPHOTOMETRY, WET CHEMISTRY or DRY SLIDE (TBIL)",ACTIVE,,1,,,,,Y,Bili; Bilirubins; Billirubin; Chemistry; Hematology; Heme; Hepatology; Level; Liver; Mass Concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL; UniversalLabOrders,Bilirub SerPl-mCnc,Both,,,mg/dL,Bilirubin.total [Mass/volume] in Serum or Plasma,mg/dL,,,,22,221,,,,,95405-7,1.0,,Bilirubin [Mass/Vol]
34442-4,Bilirubin.glucuronidated/Bilirubin.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,N,Bc; Bili; Bilirub Conj; Bilirubin conjugated; Bilirubin glucuronides; Bilirubins; Billirubin; Chemistry; Hematology; Heme; Hepatology; Liver; Mass Fraction; Percent; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL; Tot; Totl,Bilirub Conj MFr SerPl,Observation,,,ratio,Bilirubin.conjugated/Bilirubin.total in Serum or Plasma,{ratio},,,,4020,0,,,,,,2.10,,Bilirubin.conjugated/Tbili [Mass fraction]
35194-0,Bilirubin,MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,MIN,,DISCOURAGED,,1,,,,,N,Bili; Bilirubins; Billirubin; Chemistry; Hematology; Heme; Hepatology; Level; Liver; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL,Bilirub SerPl-msCnc,Both,,,,Bilirubin.total [Mass or Moles/volume] in Serum or Plasma,,,These were created for the sole purpose of facilitating use of LOINC for submissions for medication approval to the FDA and should not be used in routine laboratory reporting.,,0,0,,,,,,2.11,,Bilirubin [Mass or moles/Vol]
35672-5,Bilirubin.glucuronidated+Bilirubin.albumin bound/Bilirubin.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.34,MIN,,ACTIVE,,1,,,,,N,Alb; Associated; Bc; Bili; Bili.delta; Bili-alb; Bilirub Conj; Bilirub Delta; Bilirub Direct; Bilirubin conjugated; Bilirubin direct; Bilirubin glucuronides; Bilirubins; Billirubin; bnd; Chemistry; DELB; Delta bilirubin; Deltab; Hematology; Heme; Hepatology; Liver; Mass Fraction; Percent; Pl; Plasma; Plsm; Point in time; Protein.albumin; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TBIL; TBIL-(Bu+Bc); TBIL-Bu; Tot; Totl,Bilirub Direct MFr SerPl,Observation,,,%,Bilirubin.direct/Bilirubin.total in Serum or Plasma,%,,,,0,0,,,,,,2.13,,Bilirubin.direct/Tbili [Mass fraction]
77137-8,Bilirubin,SCnc,Pt,Ser/Plas/Bld,Qn,,CHEM,2.68,MIN,,ACTIVE,,1,,,,,,"Bili; Bilirubins; Billirubin; Blood; Chemistry; Hematology; Heme; Hepatology; Level; LimitedUseLabOrders; Liver; Pl; PlasBld; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; SerPlBld; Serum; Serum or plasma; Serum, plasma or whole blood; SR; Substance concentration; TBIL; WB; Whole blood",Bilirub SerPlBld-sCnc,Both,,,umol/L,"Bilirubin.total [Moles/volume] in Serum, Plasma or Blood",umol/L,,,Release 2.68: DefinitionDescription: Moved to Mapping Guidance section.,0,0,,,,,,2.52,,Bilirubin (S/P/Bld) [Moles/Vol]
