LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
3097-3,"Urea nitrogen/Creatinine",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,"mg/mg creatinine","Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma",mg/mg{creat},1.0,false,"Urea nitrogen/Creatinine:MRto:Pt:Ser/Plas:Qn:"
104537-6,"Creatine, guanidinoacetate & creatinine panel",-,Pt,Ser/Plas,-,,PANEL.CHEM,2.78,ACTIVE,1,Order,,,"Creatine, guanidinoacetate and creatinine panel - Serum or Plasma",,2.78,true,"Creatine, guanidinoacetate & creatinine panel:-:Pt:Ser/Plas:-:"
104805-7,"Creatinine renal clearance.predicted",VRat,Pt,Ser/Plas,Qn,,CHEM,2.78,ACTIVE,1,Observation,,mL/min,"Creatinine renal clearance predicted",mL/min,2.78,false,"Creatinine renal clearance.predicted:VRat:Pt:Ser/Plas:Qn:"
62238-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (CKD-EPI)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M",mL/min/{1.73_m2},2.34,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)/1.73 sq M"
101175-8,3-Methoxytyramine.free/Creatinine,SRto,Pt,Ser/Plas,Qn,,CHEM,2.75,ACTIVE,1,Both,,umol/mol,"3-Methoxytyramine.free/Creatinine [Molar ratio] in Serum or Plasma",umol/mol,2.74,false,3-Methoxytyramine.free/Creatinine:SRto:Pt:Ser/Plas:Qn:
1728-5,"Adenosine monophosphate.cyclic/Creatinine",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,"ng/g creatinine","Adenosine monophosphate.cyclic/Creatinine [Mass Ratio] in Serum or Plasma",ng/g{creat},1.0,false,"Adenosine monophosphate.cyclic/Creatinine:MRto:Pt:Ser/Plas:Qn:"
104538-4,"Creatine, guanidinoacetate & creatinine pattern",Imp,Pt,Ser/Plas,Nar,,CHEM,2.78,ACTIVE,1,Both,,,"Creatine, guanidinoacetate and creatinine pattern [Interpretation] in Serum or Plasma Narrative",,2.78,false,"Creatine, guanidinoacetate & creatinine pattern:Imp:Pt:Ser/Plas:Nar:"
39970-9,"Creatinine^10H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --10 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^10H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40122-4,"Creatinine^10H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --10 hours post XXX challenge",umol/L,2.15,false,"Creatinine^10H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39971-7,"Creatinine^12H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --12 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^12H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40123-2,"Creatinine^12H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --12 hours post XXX challenge",umol/L,2.15,false,"Creatinine^12H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39972-5,"Creatinine^16H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --16 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^16H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40124-0,"Creatinine^16H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --16 hours post XXX challenge",umol/L,2.15,false,"Creatinine^16H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39973-3,"Creatinine^18H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --18 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^18H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40125-7,"Creatinine^18H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --18 hours post XXX challenge",umol/L,2.15,false,"Creatinine^18H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40258-6,"Creatinine^1D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --1 day post XXX challenge",mg/dL,2.15,false,"Creatinine^1D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40273-5,"Creatinine^1D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --1 day post XXX challenge",umol/L,2.15,false,"Creatinine^1D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40254-5,"Creatinine^2.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^2.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40269-3,"Creatinine^2.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge",umol/L,2.15,false,"Creatinine^2.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39974-1,"Creatinine^2D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --2 days post XXX challenge",mg/dL,2.15,false,"Creatinine^2D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40126-5,"Creatinine^2D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --2 days post XXX challenge",umol/L,2.15,false,"Creatinine^2D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39961-8,"Creatinine^3.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --3.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^3.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40118-2,"Creatinine^3.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --3.5 hours post XXX challenge",umol/L,2.15,false,"Creatinine^3.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39962-6,"Creatinine^3.75H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --3.75 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^3.75H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40249-5,"Creatinine^30M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge",mg/dL,2.15,false,"Creatinine^30M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40265-1,"Creatinine^30M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge",umol/L,2.15,false,"Creatinine^30M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39959-2,"Creatinine^30M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --30 minutes pre XXX challenge",mg/dL,2.15,false,"Creatinine^30M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40116-6,"Creatinine^30M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --30 minutes pre XXX challenge",umol/L,2.15,false,"Creatinine^30M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40255-2,"Creatinine^3H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --3 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^3H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40270-1,"Creatinine^3H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --3 hours post XXX challenge",umol/L,2.15,false,"Creatinine^3H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39960-0,"Creatinine^45M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --45 minutes post XXX challenge",mg/dL,2.15,false,"Creatinine^45M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40117-4,"Creatinine^45M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --45 minutes post XXX challenge",umol/L,2.15,false,"Creatinine^45M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39958-4,"Creatinine^45M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --45 minutes pre XXX challenge",mg/dL,2.15,false,"Creatinine^45M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40115-8,"Creatinine^45M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --45 minutes pre XXX challenge",umol/L,2.15,false,"Creatinine^45M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39975-8,"Creatinine^4D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --4 days post XXX challenge",mg/dL,2.15,false,"Creatinine^4D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40127-3,"Creatinine^4D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --4 days post XXX challenge",umol/L,2.15,false,"Creatinine^4D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39963-4,"Creatinine^4H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --4 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^4H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40119-0,"Creatinine^4H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --4 hours post XXX challenge",umol/L,2.15,false,"Creatinine^4H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39965-9,"Creatinine^5.25H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --5.25 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^5.25H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
39966-7,"Creatinine^5.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --5.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^5.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40256-0,"Creatinine^5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40271-9,"Creatinine^5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --5 hours post XXX challenge",umol/L,2.15,false,"Creatinine^5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39967-5,"Creatinine^6.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --6.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^6.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40257-8,"Creatinine^6H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --6 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^6H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40272-7,"Creatinine^6H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --6 hours post XXX challenge",umol/L,2.15,false,"Creatinine^6H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39976-6,"Creatinine^7D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --7 days post XXX challenge",mg/dL,2.15,false,"Creatinine^7D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40128-1,"Creatinine^7D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --7 days post XXX challenge",umol/L,2.15,false,"Creatinine^7D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39968-3,"Creatinine^8H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --8 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^8H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40120-8,"Creatinine^8H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --8 hours post XXX challenge",umol/L,2.15,false,"Creatinine^8H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39969-1,"Creatinine^9H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --9 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^9H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40121-6,"Creatinine^9H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --9 hours post XXX challenge",umol/L,2.15,false,"Creatinine^9H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54052-6,"HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",-,Pt,^Patient,-,,PANEL.HEDIS,2.67,DISCOURAGED,1,,,,"HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",,2.26,false,"HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A):-:Pt:^Patient:-:"
57811-2,"HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",-,Pt,^Patient,-,,PANEL.HEDIS,2.67,DISCOURAGED,1,,,,"HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",,2.29,false,"HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A):-:Pt:^Patient:-:"
2163-4,"Creatinine renal clearance",VRat,12H,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mL/min,"Creatinine renal clearance in 12 hour Urine and Serum or Plasma",mL/min,1.0,false,"Creatinine renal clearance:VRat:12H:Urine+Ser/Plas:Qn:"
13442-9,"Creatinine renal clearance",VRat,6H,Urine+Ser/Plas,Qn,,CHEM,2.66,ACTIVE,1,Both,,mL/min,"Creatinine renal clearance in 6 hour Urine and Serum or Plasma",mL/min,1.0j-a,false,"Creatinine renal clearance:VRat:6H:Urine+Ser/Plas:Qn:"
62806-5,"PhenX measure - serum creatinine assay for kidney function",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - serum creatinine assay for kidney function",,2.36,false,"PhenX measure - serum creatinine assay for kidney function:-:Pt:^Patient:-:PhenX"
48643-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among black population",CHEM,2.79,ACTIVE,1,Observation,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population",mL/min/{1.73_m2},2.21,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among black population"
50044-7,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among female population",CHEM,2.79,ACTIVE,1,Observation,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among female population",mL/min/{1.73_m2},2.22,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among female population"
70969-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among male population",CHEM,2.79,ACTIVE,1,Observation,,ml/min,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among male population",mL/min,2.40,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among male population"
30077-2,"Amylase/Creatinine renal clearance",Ratio,Pt,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,%,"Amylase/Creatinine renal clearance [Ratio] in Urine and Serum or Plasma",%,2.04,false,"Amylase/Creatinine renal clearance:Ratio:Pt:Urine+Ser/Plas:Qn:"
40250-3,"Creatinine^1H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --1 hour post XXX challenge",mg/dL,2.15,false,"Creatinine^1H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40266-9,"Creatinine^1H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --1 hour post XXX challenge",umol/L,2.15,false,"Creatinine^1H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39957-6,"Creatinine^1H pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --1 hour pre XXX challenge",mg/dL,2.15,false,"Creatinine^1H pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40114-1,"Creatinine^1H pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --1 hour pre XXX challenge",umol/L,2.15,false,"Creatinine^1H pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40253-7,"Creatinine^2.25H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --2.25 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^2.25H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40252-9,"Creatinine^2H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --2 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^2H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40268-5,"Creatinine^2H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --2 hours post XXX challenge",umol/L,2.15,false,"Creatinine^2H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
39964-2,"Creatinine^4.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --4.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^4.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
1811-9,"Amylase/Creatinine renal clearance",Ratio,24H,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Amylase/Creatinine renal clearance [Ratio] in 24 hour Urine and Serum or Plasma",,1.0,false,"Amylase/Creatinine renal clearance:Ratio:24H:Urine+Ser/Plas:Qn:"
67764-1,"HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",-,Pt,^Patient,-,,PANEL.HEDIS,2.67,DISCOURAGED,1,,,,"HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)",,2.38,false,"HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A):-:Pt:^Patient:-:"
2164-2,"Creatinine renal clearance",VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mL/sec;mL/min,"Creatinine renal clearance in 24 hour Urine and Serum or Plasma",mL/min,1.0,false,"Creatinine renal clearance:VRat:24H:Urine+Ser/Plas:Qn:"
26752-6,"Creatinine renal clearance",VRat,2H,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mL/min,"Creatinine renal clearance in 2 hour Urine and Serum or Plasma",mL/min,2.00,false,"Creatinine renal clearance:VRat:2H:Urine+Ser/Plas:Qn:"
13441-1,"Creatinine renal clearance",VRat,4H,Urine+Ser/Plas,Qn,,CHEM,2.66,ACTIVE,1,Both,,mL/min,"Creatinine renal clearance in 4 hour Urine and Serum or Plasma",mL/min,1.0j-a,false,"Creatinine renal clearance:VRat:4H:Urine+Ser/Plas:Qn:"
13443-7,"Creatinine renal clearance",VRat,8H,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mL/min,"Creatinine renal clearance in 8 hour Urine and Serum or Plasma",mL/min,1.0j-a,false,"Creatinine renal clearance:VRat:8H:Urine+Ser/Plas:Qn:"
33558-8,"Creatinine renal clearance",VRat,XXX,Urine+Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration",mL/min,2.09,false,"Creatinine renal clearance:VRat:XXX:Urine+Ser/Plas:Qn:"
13451-0,"Creatinine dialysis fluid clearance",VRat,Pt,"Dial fld+Ser/Plas",Qn,,CHEM,2.73,ACTIVE,1,Both,,mL/min,"Creatinine dialysis fluid clearance",mL/min,1.0j-a,false,"Creatinine dialysis fluid clearance:VRat:Pt:Dial fld+Ser/Plas:Qn:"
48788-4,"Creatinine peritoneal dialysis clearance",VRat,Pt,"Dial fld prt+Ser/Plas",Qn,,CHEM,2.30,ACTIVE,1,Both,,mL/min,"Creatinine peritoneal dialysis clearance",mL/min,2.21,false,"Creatinine peritoneal dialysis clearance:VRat:Pt:Dial fld prt+Ser/Plas:Qn:"
35591-7,"Creatinine renal clearance.predicted",VRat,Pt,Ser/Plas,Qn,"Cockcroft-Gault formula",CHEM,2.73,ACTIVE,1,Observation,,mL/min,"Creatinine renal clearance predicted by Cockcroft-Gault formula",mL/min,2.13,false,"Creatinine renal clearance.predicted:VRat:Pt:Ser/Plas:Qn:Cockcroft-Gault formula"
50384-7,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (Schwartz)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (Schwartz)/1.73 sq M",mL/min/{1.73_m2},2.22,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (Schwartz)/1.73 sq M"
40251-1,"Creatinine^1.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Creatinine [Mass/volume] in Serum or Plasma --1.5 hours post XXX challenge",mg/dL,2.15,false,"Creatinine^1.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40267-7,"Creatinine^1.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,umol/L,"Creatinine [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge",umol/L,2.15,false,"Creatinine^1.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
