LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
108824-4,Lithium,{Measurement},-,Ser/Plas,-,,LABORDERS.ONTOLOGY,2.81,ADD,"This term is intended to collate similar measurements for the LOINC SNOMED CT Collaboration in an ontological view. Additionally, it can be used to communicate a laboratory order, either alone or in combination with specimen or other information in the order. It may NOT be used to report back the measured patient value. [https://lo.inc/ce2mb6]",TRIAL,,1,,,,,N,Eskalith; Lab orders; Li; Lithane; Msmt; Pl; Plasma; Plsm; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Lithium Msmt SerPl,Order,,,,Lithium [Measurement] in Serum or Plasma,,,,,0,0,,,,,,2.81,,Lithium [Measurement]
14334-7,Lithium,SCnc,Pt,Ser/Plas,Qn,,DRUG/TOX,2.77,MIN,,ACTIVE,,1,,,,,Y,DRUG/TOXICOLOGY; Drugs; Eskalith; Level; Li; Lithane; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; UniversalLabOrders,Lithium SerPl-sCnc,Both,,,mmol/L; mEq/L,Lithium [Moles/volume] in Serum or Plasma,mmol/L,,,Release 2.75: SHORTNAME: Removing the redundancy of the blood in the long common name. ;,922,179,,,,,,1.0k,,Lithium [Moles/Vol]
3719-2,Lithium,MCnc,Pt,Ser/Plas,Qn,,DRUG/TOX,2.77,MIN,,ACTIVE,,1,,,,,Y,DRUG/TOXICOLOGY; Drugs; Eskalith; Level; Li; Lithane; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders,Lithium SerPl-mCnc,Both,,,ug/mL,Lithium [Mass/volume] in Serum or Plasma,ug/mL,,,,1191,0,,,,,,1.0,,Lithium [Mass/Vol]
3720-0,Lithium,PrThr,Pt,Ser/Plas,Ord,,DRUG/TOX,2.77,MIN,,ACTIVE,,1,,,,,,DRUG/TOXICOLOGY; Drugs; Eskalith; Li; Lithane; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Lithium SerPl Ql,Both,,,,Lithium [Presence] in Serum or Plasma,,,,"The Property has been changed from ACnc to reflect the new model for ordinal terms where results are based on a cut-off value.; The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",18983,0,,,,,,1.0,,Lithium Ql
3722-6,Lithium renal clearance,VRat,24H,Urine+Ser/Plas,Qn,,DRUG/TOX,2.77,MIN,,ACTIVE,,1,,,,,Y,1 day; 24 hours; 24HR; Cl; Clear; Clearanc; Clearances; Clr; DRUG/TOXICOLOGY; Drugs; Eskalith; Flow; Kidney; Li; Lithane; Pl; Plasma; Plsm; QNT; Quan; Quant; Quantitative; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UA; UR; Ur+SerPl; Urn; Volume rate; vRate,Lithium Cl 24h Ur+SerPl-vRate,Both,,,mL/min,Lithium renal clearance in 24 hour Urine and Serum or Plasma,mL/min,,,,0,0,,,,,,1.0,,Lithium renal clearance (24H U+S/P) [Vol/Time]
3723-4,Lithium^trough,MCnc,Pt,Ser/Plas,Qn,,DRUG/TOX,2.77,MIN,,ACTIVE,,1,,,,,Y,DRUG/TOXICOLOGY; Drugs; Eskalith; Level; Li; Lithane; Mass concentration; Pl; Plasma; Plsm; Point in time; Pre; Predose; Pre-dose; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,Lithium Trough SerPl-mCnc,Both,,,ug/mL,Lithium [Mass/volume] in Serum or Plasma --trough,ug/mL,,,,0,0,,,,,,1.0,,Lithium trough [Mass/Vol]
74806-1,Lithium^trough,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.77,MIN,"Lithium is measured for compliance and toxicity. The standard draw time for lithium is at least 10 - 12 hours after the previous dose (i.e., in morning before subsequent dose) to allow for absorption and distribution to occur.  This is called the trough.",ACTIVE,,1,,,,,,Chemistry; Eskalith; Level; Li; Lithane; Pl; Plasma; Plsm; Point in time; Pre; Predose; Pre-dose; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration,Lithium Trough SerPl-sCnc,Both,,,mmol/L,Lithium [Moles/volume] in Serum or Plasma --trough,mmol/L,,,,17630,0,,,,,,2.48,,Lithium trough [Moles/Vol]
80970-7,Lithium.free,SCnc,Pt,Ser/Plas,Qn,,DRUG/TOX,2.56,ADD,,ACTIVE,,1,,,,,,DRUG/TOXICOLOGY; Drugs; Eskalith; FR; Level; Li; Lithane; Lithium free; Non-protein bound; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration,Lithium free SerPl-sCnc,Both,,,mmol/L,Lithium free [Moles/volume] in Serum or Plasma,mmol/L,,,,0,0,,,,,,2.56,,Lithium free [Moles/Vol]
