LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
40615-7,"Calcium oxalate crystals",ACnc,Pt,"Urine sed",Ord,Microscopy.light.LPF,UA,2.36,DEPRECATED,1,Observation,,,"Deprecated Calcium oxalate crystals [Presence] in Urine sediment by Microscopy low power field",,2.15,false,"Calcium oxalate crystals:ACnc:Pt:Urine sed:Ord:Microscopy.light.LPF"
25148-8,"Calcium oxalate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Calcium oxalate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
53131-9,"Calcium oxalate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.LPF,UA,2.73,ACTIVE,1,Observation,,/LPF,"Calcium oxalate crystals [#/area] in Urine sediment by Microscopy low power field",/[LPF],2.24,false,"Calcium oxalate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.LPF"
5774-5,"Calcium oxalate crystals",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Calcium oxalate crystals [Presence] in Urine sediment by Light microscopy",,1.0,false,"Calcium oxalate crystals:PrThr:Pt:Urine sed:Ord:Microscopy.light"
25150-4,"Calcium sulfate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.70,ACTIVE,1,Observation,,/HPF,"Calcium sulfate crystals [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Calcium sulfate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
16520-9,"Calcium^2nd specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --2nd specimen post XXX challenge",mmol/L,1.0l,false,"Calcium^2nd specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
2005-7,"Calcium^post 12H CFst",SRat,2H,Urine,Qn,,CHAL,2.40,ACTIVE,1,Both,,"mmol/24 H","Calcium [Moles/time] in 2 hour Urine --12 hours fasting",mmol/(24.h),1.0,false,"Calcium^post 12H CFst:SRat:2H:Urine:Qn:"
105897-3,"Calcium oxalate crystals",Naric,Pt,Urine,Qn,,UA,2.78,ACTIVE,1,Both,,/[LPF],"Calcium oxalate crystals [#/area] in Urine",/[LPF],2.78,false,"Calcium oxalate crystals:Naric:Pt:Urine:Qn:"
33793-1,"Calcium^7th specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --7th specimen post XXX challenge",mmol/L,2.09,false,"Calcium^7th specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
33790-7,"Calcium^1st specimen post XXX challenge",SCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Urine --1st specimen post XXX challenge",mmol/L,2.09,false,"Calcium^1st specimen post XXX challenge:SCnc:Pt:Urine:Qn:"
38251-5,"Calcium oxalate",MRat,24H,Urine,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Calcium oxalate [Mass/time] in 24 hour Urine",,2.13,false,"Calcium oxalate:MRat:24H:Urine:Qn:"
1993-5,"Calcium renal clearance",VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.66,ACTIVE,1,Both,,mL/min,"Calcium renal clearance in 24 hour Urine and Serum or Plasma",mL/min,1.0,false,"Calcium renal clearance:VRat:24H:Urine+Ser/Plas:Qn:"
25147-0,"Calcium carbonate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Calcium carbonate crystals [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Calcium carbonate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
99897-1,"Calcium oxalate dihydrate crystals",PrThr,Pt,"Urine sed",Ord,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,,"Calcium oxalate dihydrate crystals [Presence] in Urine sediment by Computer assisted method",,2.72,false,"Calcium oxalate dihydrate crystals:PrThr:Pt:Urine sed:Ord:Computer assisted"
99895-5,"Calcium oxalate monohydrate crystals",Naric,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/HPF,"Calcium oxalate monohydrate crystals [#/area] in Urine sediment by Computer assisted method",/[HPF],2.72,false,"Calcium oxalate monohydrate crystals:Naric:Pt:Urine sed:Qn:Computer assisted"
99894-8,"Calcium oxalate monohydrate crystals",PrThr,Pt,"Urine sed",Ord,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,,"Calcium oxalate monohydrate crystals [Presence] in Urine sediment by Computer assisted method",,2.72,false,"Calcium oxalate monohydrate crystals:PrThr:Pt:Urine sed:Ord:Computer assisted"
