LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
20407-3,Nitrite,MCnc,Pt,Urine,SemiQn,Test strip,UA,2.75,MAJ,,ACTIVE,,1,,,,,Y,Dip stick; Dipstick; Level; Mass concentration; NO2; Point in time; Random; SmQn; UA; UR; URINALYSIS; Urn,Nitrite Ur Strip-mCnc,Observation,,,mg/dL,Nitrite [Mass/volume] in Urine by Test strip,mg/dL,,,,1764,0,,,,,,1.0m,,Nitrite Test strip (U) [Mass/Vol]
2657-5,Nitrite,MCnc,Pt,Urine,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Chemistry; Level; Mass concentration; NO2; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,Nitrite Ur-mCnc,Observation,,,mg/mL,Nitrite [Mass/volume] in Urine,mg/mL,,,,1447,0,,,,,,1.0,,Nitrite (U) [Mass/Vol]
32710-6,Nitrite,PrThr,Pt,Urine,Ord,,UA,2.73,MIN,,ACTIVE,,1,,,,,N,NO2; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn,Nitrite Ur Ql,Both,,,,Nitrite [Presence] in Urine,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",752,0,,,,,,2.09,,Nitrite Ql (U)
32782-5,Leukocyte esterase+Nitrite,PrThr,Pt,Urine,Ord,Test strip,UA,2.73,MIN,Result is positive is both or either is present; negative if neither is present,ACTIVE,,1,,,,,N,Dip stick; Dipstick; Leuc; Leuk; Leukocytes; Lkcs; NO2; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn; WBC; WBC Est+Nitrite; WBCs; White blood cell; White blood cells,WBC Est+Nitrite Ur Ql Strip,Observation,,,,Leukocyte esterase+Nitrite [Presence] in Urine by Test strip,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",7585,0,,,,,,2.09,,Leukocyte esterase+Nitrite Test strip Ql (U)
50558-6,Nitrite,PrThr,Pt,Urine,Ord,Test strip.automated,UA,2.73,MIN,,ACTIVE,,1,,Negative - Positive,,,N,Auto; Automated detection; Dip stick; Dipstick; Elec; Elect; Electr; NO2; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn,Nitrite Ur Ql Strip.auto,Observation,,,,Nitrite [Presence] in Urine by Automated test strip,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.",124,0,,,,,,2.22,,Nitrite Auto test strip Ql (U)
5802-4,Nitrite,PrThr,Pt,Urine,Ord,Test strip,UA,2.73,MIN,,ACTIVE,,1,,Neg/Pos,,,,Dip stick; Dipstick; NO2; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn,Nitrite Ur Ql Strip,Observation,,,,Nitrite [Presence] in Urine by Test strip,,,,"The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.; Updated Answer list type from NORMATIVE to EXAMPLE because the Answers in the list (Positive, Negative) are only examples of possible answers and not an exclusive list",85,0,,,,,,1.0,,Nitrite Test strip Ql (U)
