LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
32207-3,Platelet distribution width,EntVol,Pt,Bld,Qn,Automated count,HEM/BC,2.73,MIN,PDW=the distribution width at the 20% level when the peak is equivalent to 100%.,ACTIVE,,1,,,,,N,Auto; Automated detection; Blood; Elec; Elect; Electr; Entitic volume; HEMATOLOGY/CELL COUNTS; PDW; Pl; Platelets; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrombocyte; Thrombocytes; WB; Whole blood,PDW Bld Auto,Observation,,,fL,Platelet distribution width [Entitic volume] in Blood by Automated count,fL,,,,0,0,,,,,,2.07,,Platelet distribution width Auto (Bld) [Entitic vol]
51631-0,Platelet distribution width,Ratio,Pt,Bld,Qn,,HEM/BC,2.70,MIN,,ACTIVE,,1,,PDW-CV 20%.,,,N,Blood; HEMATOLOGY/CELL COUNTS; PDW; Pl; Platelets; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; Ratios; Rto; Thrombocyte; Thrombocytes; WB; Whole blood,PDW Bld-Rto,Observation,,,%,Platelet distribution width [Ratio] in Blood,%,,,,0,0,,,,,,2.24,,Platelet distribution width (Bld) [Ratio]
74452-4,Platelet distribution width,EntVol,Pt,BldCo,Qn,Automated count,HEM/BC,2.46,MIN,,ACTIVE,,1,,,,,,Auto; Automated detection; Blood - (umbilical) cord; Cord (umbilical) blood; Cord bld; Cord blood; Elec; Elect; Electr; Entitic volume; HEMATOLOGY/CELL COUNTS; PDW; Pl; Platelets; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrombocyte; Thrombocytes,PDW BldCo Auto,Observation,,,fL,Platelet distribution width [Entitic volume] in Cord blood by Automated count,fL,,,,0,0,,,,,,2.46,,Platelet distribution width Auto (BldCo) [Entitic vol]
76137-9,Platelet component distribution width,MCnc,Pt,Bld,Qn,Calculated,HEM/BC,2.52,MIN,"This term was based on, but not limited in use to, the SIEMENS ADVIA 120 Hematology System.",ACTIVE,,1,The Platelet Component Concentration Distribution Width (PCDW) is calculated from MPC/SD (standard deviation of MPC) X 100.,,,,,Blood; Calc; Calculation; HEMATOLOGY/CELL COUNTS; Level; Mass concentration; PCDW; Pl; Platelets; Platelt; Plt; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrombocyte; Thrombocytes; WB; Whole blood,PCDW Bld Calc-mCnc,Both,,,g/dL,Platelet component distribution width [Mass/volume] in Blood by calculation,g/dL,,,,0,0,,,,,,2.52,,Platelet component distribution width Calc (Bld) [Mass/Vol]
76685-7,Platelet dry mass distribution width,EntMass,Pt,Bld,Qn,Calculated,HEM/BC,2.52,MIN,"This term was based on, but not limited in use to, the ADVIA 120 Hematology System.",ACTIVE,,1,Platelet Mass Distribution Width (PMDW) = The standard deviation (SD) of the platelet dry mass (MPM),,,,,Blood; Calc; Calculation; Entitic mass; HEMATOLOGY/CELL COUNTS; Pl; Platelets; Platelt; Plt; PMDW; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrombocyte; Thrombocytes; WB; Whole blood,PMDW Bld Qn Calc,Both,,,pg,Platelet dry mass distribution width [Entitic mass] in Blood by calculation,pg,,,,0,0,,,,,,2.52,,Platelet dry mass distribution width Calc (Bld) [Entitic mass]
