LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
14685-2,Cobalamins,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,C721; Cbl; Chemistry; Cobalamin; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; Vit B12; Vitamin B12,Vit B12 SerPl-sCnc,Both,,,pmol/L;nmol/L,Cobalamin (Vitamin B12) [Moles/volume] in Serum or Plasma,pmol/L,,,,6868,0,,,,,,1.0k,,Cobalamin (Vitamin B12) [Moles/Vol]
15052-4,Cobalamins.unsaturated binding capacity,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.38,MIN,,ACTIVE,,1,,,,,Y,Bind; C721; Cbl; Chemistry; Cobalamin; Cyanocobalamin ubc; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; Unsat; Vit B12; Vit B12 USB; Vitamin B12,Vit B12 USB SerPl-sCnc,Both,,,pmol/L,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Moles/volume] in Serum or Plasma,pmol/L,,,,0,0,,,,,,1.0k,,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Moles/Vol]
2132-9,Cobalamins,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,C721; Cbl; Chemistry; Cobalamin; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders; Vit B12; Vitamin B12,Vit B12 SerPl-mCnc,Both,,,pg/mL,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,pg/mL,,,,155,99,,,,,,1.0,,Cobalamin (Vitamin B12) [Mass/Vol]
2169-1,Cobalamins renal clearance,VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.66,MIN,,ACTIVE,,1,,,,,Y,1 day; 24 hours; 24HR; C721; Cbl; Chemistry; Cl; Clear; Clearanc; Clearances; Clr; Cobalamin; Flow; Kidney; Pl; Plasma; Plsm; QNT; Quan; Quant; Quantitative; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UA; UR; Ur+SerPl; Urn; Vit B12; Vitamin B12; Volume rate; vRate,Vit B12 Cl 24h Ur+SerPl-vRate,Both,,,mL/min,Cobalamin (Vitamin B12) renal clearance in 24 hour Urine and Serum or Plasma,mL/min,,,,0,0,,,,,,1.0,,Cobalamin (Vitamin B12) renal clearance (24H U+S/P) [Vol/Time]
2171-7,Cobalamins.unsaturated binding capacity,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,MIN,,ACTIVE,,1,,,,,Y,Bind; C721; Cbl; Chemistry; Cobalamin; Cyanocobalamin ubc; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Unsat; Vit B12; Vit B12 USB; Vitamin B12,Vit B12 USB SerPl-mCnc,Both,,,pg/mL,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Mass/volume] in Serum or Plasma,pg/mL,,,,5055,0,,,,,,1.0,,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Mass/Vol]
35201-3,Cobalamins,MSCnc,Pt,Ser,Qn,,CHEM,2.42,MIN,,DISCOURAGED,,1,,,,,N,C721; Cbl; Chemistry; Cobalamin; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; Vit B12; Vitamin B12,Vit B12 Ser-msCnc,Both,,,,Cobalamin (Vitamin B12) [Mass or Moles/volume] in Serum,,,These were created for the sole purpose of facilitating use of LOINC for submissions for medication approval to the FDA and should not be used in routine laboratory reporting.,,0,0,,,,,,2.11,,Cobalamin (Vitamin B12) (S) [Mass or moles/Vol]
96297-7,Cobalamins Ab.IgE,ACnc,Pt,Ser,Qn,,ALLERGY,2.69,ADD,,ACTIVE,,1,,,,,,ABS; Aby; Allergen; Allergens; Allergy; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; C721; Cbl; Cobalamin; Cobalamins IgE; Immune globulin E; Immunoglobulin E; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; Vit B12; Vitamin B12,Vit B12 IgE Qn,Both,,,kIU/L,Cobalamin (Vitamin B12) IgE Ab [Units/volume] in Serum,k[IU]/L,,,,0,0,,,,,,2.69,,Cobalamin (Vitamin B12) IgE Qn (S)
