LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,CHNG_TYPE,DefinitionDescription,STATUS,CONSUMER_NAME,CLASSTYPE,FORMULA,EXMPL_ANSWERS,SURVEY_QUEST_TEXT,SURVEY_QUEST_SRC,UNITSREQUIRED,RELATEDNAMES2,SHORTNAME,ORDER_OBS,HL7_FIELD_SUBFIELD_ID,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,STATUS_REASON,STATUS_TEXT,CHANGE_REASON_PUBLIC,COMMON_TEST_RANK,COMMON_ORDER_RANK,HL7_ATTACHMENT_STRUCTURE,EXTERNAL_COPYRIGHT_LINK,PanelType,AskAtOrderEntry,AssociatedObservations,VersionFirstReleased,ValidHL7AttachmentRequest,DisplayName
106930-1,pH,LsCnc,Pt,Urine,SemiQn,pH-meter,CHEM,2.82,MAJ,,ACTIVE,,1,,,,,N,Chemistry; Log molar concentration; Point in time; Random; SmQn; UA; UR; Urn,pH Ur pH-meter,Both,,,[pH],pH of Urine by pH-meter,[pH],,,,0,0,,,,,,2.79,,pH pH-meter (U)
27378-9,pH,LsCnc,24H,Urine,SemiQn,,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,,1 day; 24 hours; 24HR; Chemistry; Kidney; Log molar concentration; Nephrology; Renal; SmQn; UA; UR; Urn,pH 24h Ur,Both,,,pH,pH of 24 hour Urine,[pH],,,,3084,0,,,,,,2.00,,pH (24H U)
2756-5,pH,LsCnc,Pt,Urine,SemiQn,,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,,Chemistry; Kidney; Log molar concentration; Nephrology; Point in time; Random; Renal; SmQn; UA; UniversalLabOrders; UR; Urn,pH Ur,Both,,,pH,pH of Urine,[pH],,,,230,0,,,,,,1.0,,pH (U)
50560-2,pH,LsCnc,Pt,Urine,SemiQn,Test strip.automated,UA,2.75,MAJ,,ACTIVE,,1,,5-9,,,N,Auto; Automated detection; Dip stick; Dipstick; Elec; Elect; Electr; Kidney; Log molar concentration; Nephrology; Point in time; Random; Renal; SmQn; UA; UR; URINALYSIS; Urn,pH Ur Strip.auto,Observation,,,pH,pH of Urine by Automated test strip,[pH],,,,130,0,,,,,,2.22,,pH Auto test strip (U)
50897-8,pH,LsCnc,24H,Urine,SemiQn,Test strip,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,N,1 day; 24 hours; 24HR; Chemistry; Dip stick; Dipstick; Kidney; Log molar concentration; Nephrology; Renal; SmQn; UA; UR; Urn,pH 24h Ur Strip,Both,,,pH,pH of 24 hour Urine by Test strip,[pH],,,,11335,0,,,,,,2.22,,pH Test strip (24H U)
53651-6,pH,LsCnc,2H,Urine,SemiQn,,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,N,120 min; 120 minutes; 120min; 2 hours; 2HR; Chemistry; Kidney; Log molar concentration; Nephrology; Renal; SmQn; UA; UR; Urn,pH 2h Ur,Both,,,pH,pH of 2 hour Urine,[pH],,,,0,0,,,,,,2.26,,pH (2H U)
53652-4,pH,LsCnc,4H,Urine,SemiQn,,CHEM,2.75,MAJ,,ACTIVE,,1,,,,,N,240 minutes; 4 hours; 4.0Hr; 4HR; Chemistry; Kidney; Log molar concentration; Nephrology; Renal; SmQn; UA; UR; Urn,pH 4h Ur,Both,,,pH,pH of 4 hour Urine,[pH],,,,0,0,,,,,,2.26,,pH (4 hour U)
5803-2,pH,LsCnc,Pt,Urine,SemiQn,Test strip,UA,2.75,MAJ,,ACTIVE,,1,,,,,,Dip stick; Dipstick; Kidney; Log molar concentration; Nephrology; Point in time; Random; Renal; SmQn; UA; UniversalLabOrders; UR; URINALYSIS; Urn,pH Ur Strip,Both,,,pH,pH of Urine by Test strip,[pH],,,Changed Order_Obs from 'Observation Only' to fit the current order use cases.,89,0,,,,,,1.0,,pH Test strip (U)
58400-3,Specimen pH acceptable,Arb,Pt,Urine,Ord,,SPEC,2.73,MIN,,ACTIVE,,1,,"Normal, Abnormal",,,N,Accept; Arbitrary; Ordinal; Point in time; QL; Qual; Qualitative; Random; Screen; Spec; UA; UR; Urn,Specimen pH acceptable Ur,Both,,,,Specimen pH acceptable of Urine,,,,,3001,0,,,,,,2.30,,Specimen pH acceptable Ql (U)
